album,artist,bnm,bnr,date,reviewer,score,url
Watch Me Fall,Jay Reatard,0,0,August 12 2009,Jason Crock,7.9,https://pitchfork.com/reviews/albums/13371-watch-me-fall/
"Live at the Folklore Center, NYC - March 6th, 1967",Tim Buckley,0,0,August 11 2009,Stephen M. Deusner,7.4,https://pitchfork.com/reviews/albums/13304-live-at-the-folklore-center-nyc-march-6th-1967/
Solo Electric Bass 1,Squarepusher,0,0,August 11 2009,Patrick Sisson,5.6,https://pitchfork.com/reviews/albums/13363-solo-electric-bass-1/
Destination Tokyo,Nisennenmondai,0,0,August 11 2009,Jessica Suarez,7.3,https://pitchfork.com/reviews/albums/13367-destination-tokyo/
Creaturesque,Throw Me the Statue,0,0,August 11 2009,Paul Thompson,6.1,https://pitchfork.com/reviews/albums/13353-creaturesque/
Memoirs at the End of the World,The Postmarks,0,0,August 12 2009,Matthew Solarski,7.6,https://pitchfork.com/reviews/albums/13355-memoirs-at-the-end-of-the-world/
Pop Psychology,Dan Bryk,0,0,August 10 2009,Brian Howe,7.4,https://pitchfork.com/reviews/albums/13357-pop-psychology/
Luminous Night,Six Organs of Admittance,0,0,August 10 2009,Joe Tangari,6.9,https://pitchfork.com/reviews/albums/13352-luminous-night/
Bay of Pigs EP,Destroyer,0,0,August 10 2009,Paul Thompson,8.0,https://pitchfork.com/reviews/albums/13351-bay-of-pigs-ep/
"My Old, Familiar Friend",Brendan Benson,0,0,August 10 2009,Joshua Klein,7.0,https://pitchfork.com/reviews/albums/13362-my-old-familiar-friend/
King of Jeans,Pissed Jeans,0,0,August 10 2009,Stuart Berman,8.3,https://pitchfork.com/reviews/albums/13360-king-of-jeans/
Woodstock 40 Years On: Back to Yasgur's Farm,,0,0,August 7 2009,Douglas Wolk,5.2,https://pitchfork.com/reviews/albums/13302-woodstock-40-years-on-back-to-yasgurs-farm/
Psychic Maps,Dysrhythmia,0,0,August 6 2009,Cosmo Lee,7.0,https://pitchfork.com/reviews/albums/13359-psychic-maps/
"My Favorite Things, Vol. 2",,0,0,August 6 2009,Andrew Gaerig,7.2,https://pitchfork.com/reviews/albums/13174-my-favorite-things-vol-2/
Dark Rift,Pictureplane,0,0,August 7 2009,Zach Kelly,7.3,https://pitchfork.com/reviews/albums/13347-dark-rift/
The Smith Westerns,Smith Westerns,0,0,August 7 2009,Marc Hogan,7.7,https://pitchfork.com/reviews/albums/13358-smith-westerns/
Speech Therapy,Speech Debelle,0,0,August 6 2009,Amy Granzin,7.5,https://pitchfork.com/reviews/albums/13354-speech-therapy/
Physical Changes,Jon Mueller,0,0,August 7 2009,Grayson Currin,8.0,https://pitchfork.com/reviews/albums/13267-physical-changes/
The Future's Looking Grim,Yea Big + Kid Static,0,0,August 7 2009,Jason Crock,7.2,https://pitchfork.com/reviews/albums/13356-the-futures-looking-grim/
Elephant Jokes,Robert Pollard,0,0,August 6 2009,Paul Thompson,7.1,https://pitchfork.com/reviews/albums/13293-elephant-jokes/
Alien in a Garbage Dump,Eric Copeland,0,0,August 6 2009,Mike Powell,7.2,https://pitchfork.com/reviews/albums/13303-alien-in-a-garbage-dump/
Braveface,Esser,0,0,August 5 2009,Patrick Sisson,5.0,https://pitchfork.com/reviews/albums/13290-braveface/
City Center,City Center,0,0,August 5 2009,Ian Cohen,6.8,https://pitchfork.com/reviews/albums/13287-city-center/
See Mystery Lights,YACHT,1,0,August 5 2009,Rebecca Raber,8.5,https://pitchfork.com/reviews/albums/13334-see-mystery-lights/
Apple's Acre,Nurses,0,0,August 4 2009,Rebecca Raber,7.2,https://pitchfork.com/reviews/albums/13263-apples-acre/
It Feels So Good When I Stop,Joe Pernice,0,0,August 4 2009,Joshua Klein,6.8,https://pitchfork.com/reviews/albums/13345-it-feels-so-good-when-i-stop/
Kabukimono,Rainbow Arabia,0,0,August 4 2009,Zach Kelly,6.6,https://pitchfork.com/reviews/albums/13346-kabukimono/
New Universe,Desolation Wilderness,0,0,August 5 2009,Paul Thompson,6.3,https://pitchfork.com/reviews/albums/13340-new-universe/
The Ruminant Band,Fruit Bats,0,0,August 3 2009,Eric Harvey,7.4,https://pitchfork.com/reviews/albums/13350-the-ruminant-band/
Infinite Light,Lightning Dust,0,0,August 4 2009,Amy Granzin,8.0,https://pitchfork.com/reviews/albums/13295-infinite-light/
Last Night the Moon Came Dropping Its Clothes in the Street,Jon Hassell,0,0,August 5 2009,Philip Sherburne,8.5,https://pitchfork.com/reviews/albums/13247-last-night-the-moon-came-dropping-its-clothes-in-the-street/
Love and Curses,Reigning Sound,0,0,August 3 2009,Stephen M. Deusner,7.6,https://pitchfork.com/reviews/albums/13297-love-and-curses/
Kesämaan Lapset,Es,0,0,August 3 2009,Andrew Gaerig,6.9,https://pitchfork.com/reviews/albums/13349-kesamaan-lapset/
Music For Falling From Trees,Peter Broderick,0,0,August 3 2009,Brian Howe,6.7,https://pitchfork.com/reviews/albums/13289-music-for-falling-from-trees/
Hospice,The Antlers,1,0,August 4 2009,Brian Howe,8.5,https://pitchfork.com/reviews/albums/13196-hospice/
Clean Hands Go Foul,Khanate,0,0,July 30 2009,Grayson Currin,7.6,https://pitchfork.com/reviews/albums/13099-clean-hands-go-foul/
Hymn to the Immortal Wind,Mono,0,0,July 31 2009,Cosmo Lee,7.0,https://pitchfork.com/reviews/albums/13341-hymn-to-the-immortal-wind/
Midlife: A Beginner's Guide to Blur,Blur,0,1,July 30 2009,Scott Plagenhoef,9.4,https://pitchfork.com/reviews/albums/13168-midlife-a-beginners-guide-to-blur/
Hard Islands,Nathan Fake,0,0,July 30 2009,Mark Pytlik,6.2,https://pitchfork.com/reviews/albums/13043-hard-islands/
Jamz n Jemz,Javelin,0,0,July 30 2009,Zach Kelly,7.4,https://pitchfork.com/reviews/albums/13317-jamz-n-jemz/
Paint the Fence Invisible,Drug Rug,0,0,July 30 2009,Paul Thompson,7.1,https://pitchfork.com/reviews/albums/13279-paint-the-fence-invisible/
Arecibo Message,Boxcutter,0,0,July 29 2009,Jess Harvell,6.0,https://pitchfork.com/reviews/albums/13139-arecibo-message/
Julian Plenti Is... Skyscraper,Julian Plenti,0,0,July 31 2009,Matt LeMay,6.2,https://pitchfork.com/reviews/albums/13224-julian-plenti-is-skyscraper/
The Strange Boys and Girls Club,The Strange Boys,0,0,July 31 2009,Stuart Berman,7.1,https://pitchfork.com/reviews/albums/13280-the-strange-boys-and-girls-club/
"Troubled, Shaken Etc.",Sian Alice Group,0,0,July 31 2009,Joe Colly,6.1,https://pitchfork.com/reviews/albums/13283-troubled-shaken-etc/
History of the Units,The Units,0,0,July 31 2009,Marc Masters,7.7,https://pitchfork.com/reviews/albums/13291-history-of-the-units/
No One's First and You're Next,Modest Mouse,0,0,August 3 2009,Stephen M. Deusner,7.2,https://pitchfork.com/reviews/albums/13348-no-ones-first-and-youre-next/
"Part I: John Shade, Your Fortune's Made",Fol Chen,0,0,July 28 2009,Ian Cohen,6.9,https://pitchfork.com/reviews/albums/13342-part-i-john-shade-your-fortunes-made/
Saskamodie,Mocky,0,0,July 29 2009,Philip Sherburne,8.0,https://pitchfork.com/reviews/albums/13240-saskamodie/
Rewild,Amazing Baby,0,0,July 28 2009,Nate Patrin,6.1,https://pitchfork.com/reviews/albums/13286-rewild/
The Magic Couple,Amadou & Mariam,0,0,July 29 2009,Joe Tangari,8.0,https://pitchfork.com/reviews/albums/13343-the-magic-couple/
My World,Lee Fields & the Expressions,0,0,July 29 2009,Joe Tangari,7.7,https://pitchfork.com/reviews/albums/13333-my-world/
Tuota Tuota,Kiila,0,0,July 29 2009,Andrew Gaerig,7.4,https://pitchfork.com/reviews/albums/13140-tuota-tuota/
El Radio,Chris Garneau,0,0,July 28 2009,Joshua Klein,4.8,https://pitchfork.com/reviews/albums/13204-el-radio/
Lovetune for Vacuum,Soap & Skin,0,0,July 28 2009,Matthew Solarski,7.3,https://pitchfork.com/reviews/albums/13285-lovetune-for-vacuum/
He Was King,Felix Da Housecat,0,0,July 27 2009,Jess Harvell,4.5,https://pitchfork.com/reviews/albums/13276-he-was-king/
Seya,Oumou Sangaré,0,0,July 27 2009,Joe Tangari,8.1,https://pitchfork.com/reviews/albums/13330-seya/
Ayrton Senna EP,Delorean,1,0,July 28 2009,Marc Hogan,8.4,https://pitchfork.com/reviews/albums/13339-ayrton-senna-ep/
Winter Hill,Miss Derringer,0,0,July 27 2009,Stephen M. Deusner,7.7,https://pitchfork.com/reviews/albums/13148-winter-hill/
L.A. EP 3 X 3,Flying Lotus,0,0,July 27 2009,Joe Colly,7.6,https://pitchfork.com/reviews/albums/13325-la-ep-3-x-3/
Confiote de Bits: A Remix Collection,Pépé Bradock,0,1,July 24 2009,Philip Sherburne,8.6,https://pitchfork.com/reviews/albums/13273-confiote-de-bits-a-remix-collection/
Blue Roses,Blue Roses,0,0,July 27 2009,Grayson Currin,7.8,https://pitchfork.com/reviews/albums/13335-blue-roses/
The Satanic Satanist,Portugal. The Man,0,0,July 24 2009,Eric Harvey,6.5,https://pitchfork.com/reviews/albums/13270-the-satanic-satanist/
"Gather, Form & Fly",Megafaun,0,0,July 24 2009,Stephen M. Deusner,8.1,https://pitchfork.com/reviews/albums/13223-gather-form-fly/
Local Flavor,Blues Control,0,0,July 24 2009,Joe Colly,6.4,https://pitchfork.com/reviews/albums/13272-local-flavor/
Eugene McGuinness,Eugene McGuinness,0,0,July 23 2009,Amy Granzin,5.8,https://pitchfork.com/reviews/albums/13100-eugene-mcguinness/
"White Ink, Black Ink",Wheat,0,0,July 24 2009,Stephen M. Deusner,7.4,https://pitchfork.com/reviews/albums/13146-white-ink-black-ink/
Person to Person,Foreign Born,0,0,July 23 2009,David Bevan,7.9,https://pitchfork.com/reviews/albums/13123-person-to-person/
The Best B Sides Ever,The Boy Least Likely To,0,0,July 23 2009,Marc Hogan,7.4,https://pitchfork.com/reviews/albums/13332-the-best-b-sides-ever/
Of the Cathmawr Yards,The Horse's Ha,0,0,July 23 2009,Matthew Solarski,6.8,https://pitchfork.com/reviews/albums/13274-of-the-cathmawr-yards/
Radio Wars,Howling Bells,0,0,July 23 2009,Matthew Solarski,6.1,https://pitchfork.com/reviews/albums/13278-radio-wars/
Josephine,Magnolia Electric Co.,0,0,July 21 2009,Andrew Gaerig,5.6,https://pitchfork.com/reviews/albums/13218-josephine/
Rites,Lights,0,0,July 21 2009,Paul Thompson,7.7,https://pitchfork.com/reviews/albums/13321-rites/
Blood Oath,Suffocation,0,0,July 20 2009,Cosmo Lee,7.7,https://pitchfork.com/reviews/albums/13331-blood-oath/
Dabke 2020: Folk and Pop Sounds of Syria,Omar Souleyman,0,0,July 21 2009,Joe Tangari,7.4,https://pitchfork.com/reviews/albums/13114-dabke-2020-folk-and-pop-sounds-of-syria/
Change Remains,Starlight Mints,0,0,July 20 2009,Matthew Perpetua,4.6,https://pitchfork.com/reviews/albums/13097-change-remains/
I'm Going Away,The Fiery Furnaces,0,0,July 22 2009,Matthew Perpetua,7.8,https://pitchfork.com/reviews/albums/13220-im-going-away/
The Knot,Wye Oak,0,0,July 21 2009,Mike Powell,5.9,https://pitchfork.com/reviews/albums/13219-the-knot/
To Win or to Lose,The Pine Hill Haints,0,0,July 21 2009,Andrew Gaerig,7.8,https://pitchfork.com/reviews/albums/13200-to-win-or-to-lose/
Mutually Arising,Greg Davis,0,0,July 22 2009,Andrew Gaerig,5.7,https://pitchfork.com/reviews/albums/13269-mutually-arising/
Georgiavania,Willie Isz,0,0,July 22 2009,Nate Patrin,7.7,https://pitchfork.com/reviews/albums/13275-georgiavania/
Sacred Psalms,Our Brother the Native,0,0,July 22 2009,Ian Cohen,4.7,https://pitchfork.com/reviews/albums/13221-sacred-psalms/
Lessons in the Woods or a City,Talbot Tagora,0,0,July 22 2009,Rebecca Raber,6.7,https://pitchfork.com/reviews/albums/13172-lessons-in-the-woods-or-a-city/
Always Wrong,Wolf Eyes,0,0,July 20 2009,Marc Masters,7.4,https://pitchfork.com/reviews/albums/13320-always-wrong/
The Great Cessation,YOB,0,0,July 17 2009,Cosmo Lee,7.0,https://pitchfork.com/reviews/albums/13327-the-great-cessation/
"Ty Segall,Lemons","Ty Segall,Ty Segall",0,0,July 17 2009,Stephen M. Deusner,"6.7,7.4",https://pitchfork.com/reviews/albums/13262-ty-segall-lemons/
Chemical Warfare,The Alchemist,0,0,July 17 2009,David Drake,7.8,https://pitchfork.com/reviews/albums/13329-chemical-warfare/
Totems Flare,Clark,0,0,July 20 2009,Brian Howe,5.9,https://pitchfork.com/reviews/albums/13268-totems-flare/
Riceboy Sleeps,Riceboy Sleeps,0,0,July 20 2009,Ian Cohen,5.3,https://pitchfork.com/reviews/albums/13328-riceboy-sleeps/
Until the Earth Begins to Part,Broken Records,0,0,July 17 2009,Ian Cohen,4.9,https://pitchfork.com/reviews/albums/13322-until-the-earth-begins-to-part/
jj n° 2,JJ,1,0,July 17 2009,Marc Hogan,8.6,https://pitchfork.com/reviews/albums/13326-jj-n-2/
Rated O,Oneida,0,0,July 16 2009,Jason Crock,8.4,https://pitchfork.com/reviews/albums/13215-rated-o/
Lord Cut-Glass,Lord Cut-Glass,0,0,July 16 2009,Ian Cohen,6.4,https://pitchfork.com/reviews/albums/13271-lord-cut-glass/
Gorgeous Johnny,The Skygreen Leopards,0,0,July 16 2009,Zach Kelly,4.8,https://pitchfork.com/reviews/albums/13311-gorgeous-johnny/
Azar,Venice Is Sinking,0,0,July 15 2009,Matthew Solarski,6.0,https://pitchfork.com/reviews/albums/13261-azar/
Collaboratory,Steve Bug,0,0,July 16 2009,Tim Finney,6.7,https://pitchfork.com/reviews/albums/13266-collaboratory/
Legends of Benin,,0,1,July 15 2009,Joe Tangari,8.5,https://pitchfork.com/reviews/albums/13173-legends-of-benin/
VH1 Storytellers,David Bowie,0,0,July 15 2009,Patrick Sisson,4.5,https://pitchfork.com/reviews/albums/13202-vh1-storytellers/
"Live From Austin, TX",Drive-By Truckers,0,0,July 16 2009,Stephen M. Deusner,7.0,https://pitchfork.com/reviews/albums/13324-live-from-austin-tx/
A Lovely Sight,Pisces,0,0,July 15 2009,Douglas Wolk,6.0,https://pitchfork.com/reviews/albums/13201-a-lovely-sight/
Over and Over,The Legends,0,0,July 13 2009,Stuart Berman,6.6,https://pitchfork.com/reviews/albums/13176-over-and-over/
...And the Ever Expanding Universe,The Most Serene Republic,0,0,July 14 2009,Paul Thompson,6.5,https://pitchfork.com/reviews/albums/13255-and-the-ever-expanding-universe/
Ill Communication [Deluxe Edition],Beastie Boys,0,1,July 14 2009,Nate Patrin,8.6,https://pitchfork.com/reviews/albums/13319-ill-communication-deluxe-edition/
Till Makabert Väsen,Bergraven,0,0,July 14 2009,Cosmo Lee,7.5,https://pitchfork.com/reviews/albums/13256-till-makabert-vasen/
Hustle Beach,Baby Teeth,0,0,July 14 2009,Eric Harvey,7.1,https://pitchfork.com/reviews/albums/13259-hustle-beach/
The Stars Are Out,Sarah Borges and the Broken Singles,0,0,July 14 2009,Joshua Love,5.9,https://pitchfork.com/reviews/albums/13318-the-stars-are-out/
Voltaic,Björk,0,0,July 15 2009,Ryan Dombal,5.2,https://pitchfork.com/reviews/albums/13254-voltaic/
Well Known Pleasures,VEGA,0,0,July 10 2009,Marc Hogan,6.0,https://pitchfork.com/reviews/albums/13210-well-known-pleasures/
Catacombs,Cass McCombs,1,0,July 10 2009,David Bevan,8.2,https://pitchfork.com/reviews/albums/13180-catacombs/
My Son's Home,The Roadside Graves,0,0,July 9 2009,Joshua Love,7.0,https://pitchfork.com/reviews/albums/13175-my-sons-home/
Killingsworth,The Minus 5,0,0,July 9 2009,Joshua Klein,6.9,https://pitchfork.com/reviews/albums/13244-killingsworth/
Drums of Passion,Babatunde Olatunji,0,1,July 13 2009,Mia Clarke,8.2,https://pitchfork.com/reviews/albums/13258-drums-of-passion/
Moondagger,Deastro,0,0,July 10 2009,Andy Battaglia,7.1,https://pitchfork.com/reviews/albums/13315-moondagger/
BLACKsummers'night,Maxwell,0,0,July 10 2009,David Drake,7.8,https://pitchfork.com/reviews/albums/13316-blacksummersnight/
Horehound,The Dead Weather,0,0,July 13 2009,Stuart Berman,7.5,https://pitchfork.com/reviews/albums/13187-horehound/
Waxing Gibbous,Malcolm Middleton,0,0,July 10 2009,Rebecca Raber,6.9,https://pitchfork.com/reviews/albums/13313-waxing-gibbous/
Music From the North Country: The Jayhawks Anthology,The Jayhawks,0,0,July 13 2009,Stephen M. Deusner,7.4,https://pitchfork.com/reviews/albums/13257-music-from-the-north-country-the-jayhawks-anthology/
Fox Bat Strategy: A Tribute to Dave Jaurequi,David Lynch,0,0,July 9 2009,Mike Powell,6.0,https://pitchfork.com/reviews/albums/13252-fox-bat-strategy-a-tribute-to-dave-jaurequi/
Bandages for the Heart,Lacrosse,0,0,July 13 2009,Matthew Perpetua,7.7,https://pitchfork.com/reviews/albums/13182-bandages-for-the-heart/
Life on Earth,Tiny Vipers,0,0,July 8 2009,Matthew Solarski,7.8,https://pitchfork.com/reviews/albums/13178-life-on-earth/
"Golden Oldies,Shitgaze Anthems","Psychedelic Horseshit,Psychedelic Horseshit",0,0,July 8 2009,Paul Thompson,"5.2,7.0",https://pitchfork.com/reviews/albums/13310-golden-oldies-shitgaze-anthems/
Upper Air,Bowerbirds,0,0,July 8 2009,Joshua Love,7.2,https://pitchfork.com/reviews/albums/13312-upper-air/
Now I Am Champion,Sister Suvi,0,0,July 7 2009,Chris Dahlen,7.8,https://pitchfork.com/reviews/albums/13094-now-i-am-champion/
Drift,Nosaj Thing,0,0,July 8 2009,Jayson Greene,7.9,https://pitchfork.com/reviews/albums/13251-drift/
Ye Gods (And Little Fishes),Martin Carr,0,0,July 7 2009,Joe Tangari,7.1,https://pitchfork.com/reviews/albums/13265-ye-gods-and-little-fishes/
Back to the Feature,Wale,0,0,July 8 2009,Ian Cohen,7.4,https://pitchfork.com/reviews/albums/13241-back-to-the-feature/
Anok Pe: Aleph at Hallucinatory Mountain,Current 93,0,0,July 7 2009,Grayson Haver Currin,8.2,https://pitchfork.com/reviews/albums/13108-anok-pe-aleph-at-hallucinatory-mountain/
Hometowns,The Rural Alberta Advantage,0,0,July 7 2009,Rebecca Raber,8.0,https://pitchfork.com/reviews/albums/12739-hometowns/
War Angel,50 Cent,0,0,July 9 2009,Ian Cohen,1.8,https://pitchfork.com/reviews/albums/13249-war-angel/
The Sound of UK Funky,Ministry of Sound,0,0,July 7 2009,Tim Finney,8.0,https://pitchfork.com/reviews/albums/13243-the-sound-of-uk-funky/
LP,Discovery,0,0,July 9 2009,Scott Plagenhoef,6.8,https://pitchfork.com/reviews/albums/13314-lp/
These Four Walls,We Were Promised Jetpacks,0,0,July 6 2009,Rebecca Raber,6.7,https://pitchfork.com/reviews/albums/13136-these-four-walls/
Wait for Me,Moby,0,0,July 6 2009,Jess Harvell,5.4,https://pitchfork.com/reviews/albums/13245-wait-for-me/
Music From the Atom Smashers,Kate Simko,0,0,July 6 2009,Brian Howe,7.5,https://pitchfork.com/reviews/albums/13137-music-from-the-atom-smashers/
Royal City,Royal City,0,0,July 2 2009,Andrew Gaerig,6.7,https://pitchfork.com/reviews/albums/13132-royal-city/
The Guilty Office,The Bats,0,0,July 2 2009,Amy Granzin,7.5,https://pitchfork.com/reviews/albums/13122-the-guilty-office/
American Central Dust,Son Volt,0,0,July 6 2009,Stephen M. Deusner,3.7,https://pitchfork.com/reviews/albums/13214-american-central-dust/
Wu-Tang Chamber Music,Wu-Tang Clan,0,0,July 6 2009,Tom Breihan,7.5,https://pitchfork.com/reviews/albums/13242-wu-tang-chamber-music-vol-1/
Pulse of the People,Dead Prez,0,0,July 2 2009,Ian Cohen,6.6,https://pitchfork.com/reviews/albums/13260-pulse-of-the-people/
UUVVWWZ,UUVVWWZ,0,0,July 1 2009,Matthew Perpetua,6.6,https://pitchfork.com/reviews/albums/13250-uuvvwwz/
Reckoning [Deluxe Edition],R.E.M.,0,1,July 2 2009,Matt LeMay,10,https://pitchfork.com/reviews/albums/13130-reckoning-deluxe-edition/
"Under and Under,The Fields","Blank Dogs,Blank Dogs",0,0,July 1 2009,Roque Strew,"8.1,7.7",https://pitchfork.com/reviews/albums/13040-under-and-under-the-fields-ep/
Fits,White Denim,0,0,July 2 2009,Eric Harvey,7.0,https://pitchfork.com/reviews/albums/13119-fits/
Magnificence in the Memory,YaHoWha 13,0,0,June 29 2009,Marc Masters,7.2,https://pitchfork.com/reviews/albums/13126-magnificence-in-the-memory/
Depart From Me,Cage,0,0,June 30 2009,Jayson Greene,4.7,https://pitchfork.com/reviews/albums/13309-depart-from-me/
