album,artist,bnm,bnr,date,reviewer,score,url
Placement Issues,Sybarite,0,0,May 20 2002,Dominique Leone,6.2,https://pitchfork.com/reviews/albums/7677-placement-issues/
The Oak in the Ashes,Amps for Christ,0,0,May 19 2002,Mark Richard-San,7.3,https://pitchfork.com/reviews/albums/173-the-oak-in-the-ashes/
Moon Money Moon EP,Retsin,0,0,May 19 2002,Jason Nickey,3.4,https://pitchfork.com/reviews/albums/6768-moon-money-moon-ep/
18,Moby,0,0,May 19 2002,David M. Pecoraro,2.6,https://pitchfork.com/reviews/albums/5348-18/
Robyn Sings,Robyn Hitchcock,0,0,May 15 2002,William Bowers,6.5,https://pitchfork.com/reviews/albums/3887-robyn-sings/
In The Afternoon,L'Altra,0,0,May 20 2002,Joe Tangari,7.1,https://pitchfork.com/reviews/albums/4651-in-the-afternoon/
Self-Titled Long-Playing Debut Album,+/-,0,0,May 15 2002,Eric Carr,8.4,https://pitchfork.com/reviews/albums/6354-self-titled-long-playing-debut-album/
29092000,Filament,0,0,May 14 2002,Dominique Leone,7.0,https://pitchfork.com/reviews/albums/3056-29092000/
"Alice,Blood Money","Tom Waits,Tom Waits",0,0,May 13 2002,William Bowers,"9.0,9.0",https://pitchfork.com/reviews/albums/8564-alice-and-blood-money/
Talkatif,Antibalas Afrobeat Orchestra,0,0,May 15 2002,Mark Richard-San,6.8,https://pitchfork.com/reviews/albums/212-talkatif/
Sugar,Aloha,0,0,May 14 2002,Chris Dahlen,8.0,https://pitchfork.com/reviews/albums/128-sugar/
Acuarela Songs,,0,0,May 13 2002,Jason Nickey,6.9,https://pitchfork.com/reviews/albums/1841-acuarela-songs/
Lend You a Hand,Tight Bro's from Way Back When,0,0,May 13 2002,Alison Fields,7.9,https://pitchfork.com/reviews/albums/8058-lend-you-a-hand/
Notes Left Out,Knotworking,0,0,May 14 2002,Brad Haywood,4.4,https://pitchfork.com/reviews/albums/4499-notes-left-out/
Sprain Your Tapedeck,Edan,0,0,May 13 2002,Matt Kallman,7.4,https://pitchfork.com/reviews/albums/2681-sprain-your-tapedeck/
Adaptation and Survival: The Insect Project,Tribes of Neurot,0,0,May 12 2002,Dominique Leone,5.1,https://pitchfork.com/reviews/albums/8151-adaptation-and-survival-the-insect-project/
Our Noise,Herrmann and Kleine,0,0,May 13 2002,Paul Cooper,6.3,https://pitchfork.com/reviews/albums/3838-our-noise/
Move,Blanket Music,0,0,May 12 2002,Chris Dahlen,7.8,https://pitchfork.com/reviews/albums/793-move/
"Haunt Me, Haunt Me, Do It Again",Tim Hecker,0,0,May 9 2002,Mark Richard-San,8.6,https://pitchfork.com/reviews/albums/3798-haunt-me-haunt-me-do-it-again/
We Ain't Fessin' (Double Quotes) EP,"Anticon,Jel",0,0,May 12 2002,David M. Pecoraro,8.2,https://pitchfork.com/reviews/albums/215-we-aint-fessin-double-quotes-ep/
The Blackened Air,Nina Nastasia,0,0,May 9 2002,Chris Dahlen,7.8,https://pitchfork.com/reviews/albums/5713-the-blackened-air/
Oregon,Kaia,0,0,May 9 2002,Alison Fields,6.5,https://pitchfork.com/reviews/albums/4376-oregon/
Sharpen Your Teeth,Ugly Casanova,0,0,May 12 2002,Ryan Schreiber,7.3,https://pitchfork.com/reviews/albums/8332-sharpen-your-teeth/
We Are The Boggs We Are,The Boggs,0,0,May 9 2002,Rob Mitchum,5.7,https://pitchfork.com/reviews/albums/847-we-are-the-boggs-we-are/
A Kind of Closure,Tram,0,0,May 8 2002,Joe Tangari,7.4,https://pitchfork.com/reviews/albums/8128-a-kind-of-closure/
This Year's Model,Elvis Costello & The Attractions,0,0,May 9 2002,Matt LeMay,10,https://pitchfork.com/reviews/albums/1615-this-years-model/
The Evil One (Plus One),Roky Erickson & The Aliens,0,0,May 8 2002,William Bowers,8.0,https://pitchfork.com/reviews/albums/2827-the-evil-one-plus-one/
ABCS,,0,0,May 7 2002,Michael Bernstein,8.0,https://pitchfork.com/reviews/albums/10-abcs/
Alright on Top,Luke Slater,0,0,May 8 2002,Paul Cooper,3.6,https://pitchfork.com/reviews/albums/7236-alright-on-top/
A Warm and Yeasty Corner EP,Appendix Out,0,0,May 8 2002,Jason Nickey,7.4,https://pitchfork.com/reviews/albums/244-a-warm-and-yeasty-corner-ep/
Waters in Azure,Steffen Basho-Junghans,0,0,May 7 2002,Joe Tangari,7.5,https://pitchfork.com/reviews/albums/4316-waters-in-azure/
Mimic Robot EP,Nobukazu Takemura,0,0,May 6 2002,Mark Richard-San,7.0,https://pitchfork.com/reviews/albums/7921-mimic-robot-ep/
On Top,Rye Coalition,0,0,May 7 2002,Eric Carr,8.2,https://pitchfork.com/reviews/albums/6883-on-top/
Maybe We Should Take Some More?,Brother JT,0,0,May 6 2002,Jason Nickey,5.9,https://pitchfork.com/reviews/albums/962-maybe-we-should-take-some-more/
Amorphic Winged,Rob Mazurek,0,0,May 6 2002,David M. Pecoraro,7.0,https://pitchfork.com/reviews/albums/5168-amorphic-winged/
The River Made No Sound,Pan American,0,0,May 7 2002,Will Bryant,5.8,https://pitchfork.com/reviews/albums/6129-the-river-made-no-sound/
Life and Death of an American Fourtracker,John Vanderslice,0,0,May 6 2002,Rob Mitchum,7.9,https://pitchfork.com/reviews/albums/8402-life-and-death-of-an-american-fourtracker/
Rock Creek,Capitol City Dusters,0,0,May 5 2002,Alison Fields,5.0,https://pitchfork.com/reviews/albums/1290-rock-creek/
When I Was Cruel,Elvis Costello,0,0,May 5 2002,Will Bryant,8.0,https://pitchfork.com/reviews/albums/1614-when-i-was-cruel/
My Aim Is True,Elvis Costello,0,0,May 5 2002,Matt LeMay,9.8,https://pitchfork.com/reviews/albums/1617-my-aim-is-true/
A History of Sport Fishing,Thee More Shallows,0,0,May 5 2002,Joe Tangari,6.0,https://pitchfork.com/reviews/albums/7984-a-history-of-sport-fishing/
Green Grass of Tunnel,Múm,0,0,May 5 2002,Mark Richard-San,7.7,https://pitchfork.com/reviews/albums/5504-green-grass-of-tunnel/
Girls Get Busy,Bratmobile,0,0,April 30 2002,Alison Fields,4.9,https://pitchfork.com/reviews/albums/919-girls-get-busy/
Building a Building,Pajama Party in a Haunted Hive,0,0,April 30 2002,Rob Mitchum,7.0,https://pitchfork.com/reviews/albums/6125-building-a-building/
Plugs Plus,DAT Politics,0,0,May 1 2002,Paul Cooper,7.7,https://pitchfork.com/reviews/albums/2174-plugs-plus/
Personal Journals,Sage Francis,0,0,April 30 2002,Chris Dahlen,8.7,https://pitchfork.com/reviews/albums/3176-personal-journals/
Lugubrious,O-Type,0,0,May 1 2002,David M. Pecoraro,5.8,https://pitchfork.com/reviews/albums/5927-lugubrious/
TA,Trans Am,0,0,April 30 2002,Mark Richard-San,3.5,https://pitchfork.com/reviews/albums/8134-ta/
Nobody Knows This Is Everywhere,764-HERO,0,0,May 1 2002,Rob Mitchum,6.4,https://pitchfork.com/reviews/albums/7080-nobody-knows-this-is-everywhere/
May,Richard Youngs,0,0,May 2 2002,Dominique Leone,6.4,https://pitchfork.com/reviews/albums/8839-may/
Alone at the Microphone,Royal City,0,0,May 1 2002,Jason Nickey,8.4,https://pitchfork.com/reviews/albums/6852-alone-at-the-microphone/
Believe It Mammals,Bats and Mice,0,0,May 2 2002,Alison Fields,6.0,https://pitchfork.com/reviews/albums/584-believe-it-mammals/
Three Songs EP,Papa M,0,0,May 2 2002,William Bowers,8.0,https://pitchfork.com/reviews/albums/6154-three-songs-ep/
Arrhythmia,Anti-Pop Consortium,0,0,May 2 2002,Brad Haywood,7.7,https://pitchfork.com/reviews/albums/211-arrhythmia/
Posthuman EP,Posthuman,0,0,April 29 2002,Christopher Dare,7.5,https://pitchfork.com/reviews/albums/6440-posthuman-ep/
"Oops, I Did It Again",Cex,0,0,April 29 2002,Matt LeMay,6.6,https://pitchfork.com/reviews/albums/1390-oops-i-did-it-again/
(This Is) What We Call Progress,Saloon,0,0,April 28 2002,Christopher Dare,7.4,https://pitchfork.com/reviews/albums/6986-this-is-what-we-call-progress/
Jump Leeds,Fila Brazillia,0,0,April 29 2002,Paul Cooper,7.8,https://pitchfork.com/reviews/albums/3055-jump-leeds/
Orion,Limp,0,0,April 28 2002,Mark Richardson,6.1,https://pitchfork.com/reviews/albums/4801-orion/
Playgroup,Playgroup,0,0,April 28 2002,Paul Cooper,4.2,https://pitchfork.com/reviews/albums/6344-playgroup/
"The Amos House Collection, Vol. 2",,0,0,April 28 2002,Rob Mitchum,6.6,https://pitchfork.com/reviews/albums/2014-the-amos-house-collection-vol-2/
All Hail West Texas,The Mountain Goats,0,0,April 29 2002,William Bowers,8.2,https://pitchfork.com/reviews/albums/5454-all-hail-west-texas/
The Eye Popping Sounds of...,Herschell Gordon Lewis,0,0,April 25 2002,Dominique Leone,7.2,https://pitchfork.com/reviews/albums/4761-the-eye-popping-sounds-of/
Nanoloop 1.0,,0,0,April 25 2002,David M. Pecoraro,6.4,https://pitchfork.com/reviews/albums/1945-nanoloop-10/
Postmodern Platos EP,Tom Zé,0,0,April 25 2002,Ryan Schreiber,6.7,https://pitchfork.com/reviews/albums/8949-postmodern-platos-ep/
One Time Bells,French Kicks,0,0,April 26 2002,Alison Fields,6.6,https://pitchfork.com/reviews/albums/3192-one-time-bells/
Island Row,Capitol K,0,0,April 23 2002,Malcolm Seymour III,8.4,https://pitchfork.com/reviews/albums/1291-island-row/
Veni Vidi Vicious,The Hives,0,0,April 24 2002,Chris Dahlen,7.4,https://pitchfork.com/reviews/albums/3890-veni-vidi-vicious/
Wild Love: The Detroit Rehearsals and More,Iggy and the Stooges,0,0,April 23 2002,Brad Haywood,3.8,https://pitchfork.com/reviews/albums/6405-wild-love-the-detroit-rehearsals-and-more/
Gotham!,Radio 4,0,0,April 23 2002,Eric Carr,6.1,https://pitchfork.com/reviews/albums/6650-gotham/
Chocolate and Ice EP,My Morning Jacket,0,0,April 22 2002,Kevin Adickes,7.3,https://pitchfork.com/reviews/albums/5532-chocolate-and-ice-ep/
Protein Source of the Future... Now!,The Mountain Goats,0,0,April 23 2002,Zach Hooker,8.5,https://pitchfork.com/reviews/albums/5452-protein-source-of-the-future-now/
TaaPetSounds,Taa-Pet,0,0,April 23 2002,Christopher Dare,7.2,https://pitchfork.com/reviews/albums/7912-taapetsounds/
Sonic Bullets: 13 from the Hip,Bambi Molesters,0,0,April 24 2002,Joe Tangari,7.9,https://pitchfork.com/reviews/albums/538-sonic-bullets-13-from-the-hip/
Original Instrument,Original Instrument,0,0,April 24 2002,David M. Pecoraro,7.5,https://pitchfork.com/reviews/albums/6039-original-instrument/
Live,Meat Puppets,0,0,April 24 2002,Jason Nickey,2.7,https://pitchfork.com/reviews/albums/5197-live/
Thriller,New End Original,0,0,April 25 2002,Kevin Adickes,3.3,https://pitchfork.com/reviews/albums/5764-thriller/
Romantica,Luna,0,0,April 22 2002,Rob Mitchum,7.8,https://pitchfork.com/reviews/albums/4914-romantica/
The Unknown Label,Zealous Fuel,0,0,April 17 2002,Joe Tangari,7.0,https://pitchfork.com/reviews/albums/8948-the-unknown-label/
Skiptrace EP,Skiptrace,0,0,April 17 2002,Jason Nickey,2.3,https://pitchfork.com/reviews/albums/7225-skiptrace-ep/
Put Your Phazers On Stun Throw Your Health Food Skyward,Earl Zinger,0,0,April 17 2002,Paul Cooper,4.2,https://pitchfork.com/reviews/albums/8936-put-your-phazers-on-stun-throw-your-health-food-skyward/
Pyramid Technology,Convocation OfÉ,0,0,April 18 2002,Chris Dahlen,7.9,https://pitchfork.com/reviews/albums/1596-pyramid-technology/
Yankee Hotel Foxtrot,Wilco,0,0,April 21 2002,Brent S. Sirota,10,https://pitchfork.com/reviews/albums/8676-yankee-hotel-foxtrot/
In Moll,Markus Guentner,0,0,April 18 2002,Mark Richardson,8.3,https://pitchfork.com/reviews/albums/3585-in-moll/
Control,Pedro the Lion,0,0,April 18 2002,Will Bryant,7.2,https://pitchfork.com/reviews/albums/6215-control/
Plastic Fang,The Jon Spencer Blues Explosion,0,0,April 17 2002,Rob Mitchum,2.5,https://pitchfork.com/reviews/albums/4292-plastic-fang/
All of the Above,J-Live,0,0,April 18 2002,Brad Haywood,8.5,https://pitchfork.com/reviews/albums/4179-all-of-the-above/
Let Your Shadow Out,The No-No's,0,0,April 21 2002,Alison Fields,7.1,https://pitchfork.com/reviews/albums/5821-let-your-shadow-out/
Le Funk,VHS or Beta,0,0,April 21 2002,Mark Richard-San,6.8,https://pitchfork.com/reviews/albums/8457-le-funk/
Meteosound,,0,0,April 15 2002,Paul Cooper,7.6,https://pitchfork.com/reviews/albums/1977-meteosound/
Kind of Like Spitting,Kind of Like Spitting,0,0,April 21 2002,Joe Tangari,2.7,https://pitchfork.com/reviews/albums/4433-kind-of-like-spitting/
Downtown,Don Lennon,0,0,April 15 2002,Jason Nickey,7.5,https://pitchfork.com/reviews/albums/4729-downtown/
Simple Things,Zero 7,0,0,April 15 2002,Rob Mitchum,5.3,https://pitchfork.com/reviews/albums/8940-simple-things/
Pump,Rip-Off Artist,0,0,April 16 2002,David M. Pecoraro,7.0,https://pitchfork.com/reviews/albums/6792-pump/
Electric Sweat,The Mooney Suzuki,0,0,April 16 2002,Brock Kappers,7.5,https://pitchfork.com/reviews/albums/5418-electric-sweat/
Albert Marcoeur,Albert Marcoeur,0,0,April 14 2002,Dominique Leone,8.2,https://pitchfork.com/reviews/albums/5105-albert-marcoeur/
Kissin Time,Marianne Faithfull,0,0,April 16 2002,Brent DiCrescenzo,7.1,https://pitchfork.com/reviews/albums/2961-kissin-time/
89/93: An Anthology,Uncle Tupelo,0,0,April 16 2002,Jason Nickey,7.8,https://pitchfork.com/reviews/albums/8345-8993-an-anthology/
Wood/Water,The Promise Ring,0,0,April 14 2002,Brent DiCrescenzo,3.2,https://pitchfork.com/reviews/albums/6492-woodwater/
Anode,Otomo Yoshihide,0,0,April 10 2002,Dominique Leone,7.8,https://pitchfork.com/reviews/albums/8861-anode/
Streams of Whiskey,The Pogues,0,0,April 14 2002,Chris Dahlen,6.0,https://pitchfork.com/reviews/albums/6364-streams-of-whiskey/
Loess,Loess,0,0,April 14 2002,David M. Pecoraro,7.6,https://pitchfork.com/reviews/albums/4827-loess/
Disco Nouveau,,0,0,April 10 2002,Rob Mitchum,7.3,https://pitchfork.com/reviews/albums/1897-disco-nouveau/
Vice Versa,Markant,0,0,April 9 2002,Paul Cooper,7.8,https://pitchfork.com/reviews/albums/5110-vice-versa/
Sometimes Good Weather Follows Bad People,Califone,0,0,April 10 2002,Brad Haywood,8.5,https://pitchfork.com/reviews/albums/1235-sometimes-good-weather-follows-bad-people/
Ghost Plants,Thuja,0,0,April 10 2002,Christopher Dare,7.9,https://pitchfork.com/reviews/albums/8050-ghost-plants/
Essex,Monorail,0,0,April 9 2002,Joe Tangari,8.0,https://pitchfork.com/reviews/albums/5406-essex/
Mr. Boy Dog,Cerberus Shoal,0,0,April 9 2002,Christopher Dare,6.8,https://pitchfork.com/reviews/albums/1382-mr-boy-dog/
Kittenz and Thee Glitz,Felix Da Housecat,0,0,April 9 2002,Paul Cooper,4.2,https://pitchfork.com/reviews/albums/3029-kittenz-and-thee-glitz/
Advisory Committee,Mirah,0,0,April 8 2002,Matt LeMay,8.3,https://pitchfork.com/reviews/albums/5329-advisory-committee/
Bright Yellow Moon,Nurse With Wound & Current 93,0,0,April 7 2002,David M. Pecoraro,6.2,https://pitchfork.com/reviews/albums/5868-bright-yellow-moon/
Bar Torque,Elton Dean & Mark Hewins,0,0,April 7 2002,Dominique Leone,6.0,https://pitchfork.com/reviews/albums/2223-bar-torque/
Walking in the Sunlight,Arthurs,0,0,April 8 2002,Kevin Adickes,6.2,https://pitchfork.com/reviews/albums/304-walking-in-the-sunlight/
The Quiet Storm,Ocelot,0,0,April 8 2002,Cory Byrom,7.8,https://pitchfork.com/reviews/albums/5939-the-quiet-storm/
Everyone Who Pretended to Like Me Is Gone,The Walkmen,0,0,April 7 2002,Chris Dahlen,8.7,https://pitchfork.com/reviews/albums/8571-everyone-who-pretended-to-like-me-is-gone/
Soul Rush,Nicolai Dunger,0,0,April 4 2002,Chris Dahlen,7.4,https://pitchfork.com/reviews/albums/2480-soul-rush/
Plays That Good Old Rock and Roll,Neil Michael Hagerty,0,0,April 4 2002,Mark Richard-San,5.2,https://pitchfork.com/reviews/albums/3701-plays-that-good-old-rock-and-roll/
A Wild Man Brandishing an Uprooted Tree,Geoff Soule,0,0,April 4 2002,Jason Nickey,7.9,https://pitchfork.com/reviews/albums/7371-a-wild-man-brandishing-an-uprooted-tree/
Coat of Many Cupboards,XTC,0,0,April 3 2002,Dominique Leone,9.0,https://pitchfork.com/reviews/albums/8834-coat-of-many-cupboards/
& Yet & Yet,Do Make Say Think,0,0,April 4 2002,Joe Tangari,8.1,https://pitchfork.com/reviews/albums/2399-yet-yet/
On Hashish,Sam Shalabi,0,0,April 3 2002,Mark Richard-San,6.4,https://pitchfork.com/reviews/albums/7093-on-hashish/
Moment in the Sun EP,Clem Snide,0,0,April 7 2002,Chris Dahlen,7.5,https://pitchfork.com/reviews/albums/1500-moment-in-the-sun-ep/
Wave Motion,Fat Jon the Ample Soul Physician,0,0,April 3 2002,Paul Cooper,8.2,https://pitchfork.com/reviews/albums/3004-wave-motion/
Read Music - Speak Spanish,Desaparecidos,0,0,April 3 2002,Rob Mitchum,4.6,https://pitchfork.com/reviews/albums/2288-read-music-speak-spanish/
Lapalco,Brendan Benson,0,0,April 2 2002,Kevin Adickes,7.4,https://pitchfork.com/reviews/albums/655-lapalco/
Birds Fly EP,Aspera,0,0,April 2 2002,Alison Fields,6.1,https://pitchfork.com/reviews/albums/324-birds-fly-ep/
Claro,Brothomstates,0,0,March 28 2002,Paul Cooper,5.2,https://pitchfork.com/reviews/albums/963-claro/
Valis,Christian Kleine,0,0,April 2 2002,Paul Cooper,6.3,https://pitchfork.com/reviews/albums/4491-valis/
Deceleration One,Califone,0,0,April 1 2002,Joe Tangari,8.4,https://pitchfork.com/reviews/albums/1240-deceleration-one/
Arbor,Greg Davis,0,0,March 28 2002,Kevin Adickes,7.9,https://pitchfork.com/reviews/albums/2188-arbor/
Split EP,"My Morning Jacket,Songs: Ohia",0,0,April 2 2002,Jason Nickey,8.5,https://pitchfork.com/reviews/albums/5530-split-ep/
Eudora,The Get Up Kids,0,0,April 1 2002,Brad Haywood & Ryan Schreiber,3.1,https://pitchfork.com/reviews/albums/3433-eudora/
Don't Fall in Love with Everyone You See,Okkervil River,0,0,April 1 2002,Chris Dahlen,7.2,https://pitchfork.com/reviews/albums/5960-dont-fall-in-love-with-everyone-you-see/
"BYO Split Series, Vol. III","Rancid,NOFX",0,0,March 31 2002,Cory Byrom,4.4,https://pitchfork.com/reviews/albums/5824-byo-split-series-vol-iii/
Under Rug Swept,Alanis Morissette,0,0,March 31 2002,Rob Mitchum,8.4,https://pitchfork.com/reviews/albums/5429-under-rug-swept/
The Eleventh Hour,Jars of Clay,0,0,March 31 2002,Brad Haywood,7.0,https://pitchfork.com/reviews/albums/4210-the-eleventh-hour/
Euphemystic,Son Ambulance,0,0,April 1 2002,Rob Mitchum,6.2,https://pitchfork.com/reviews/albums/7326-euphemystic/
Fever,Kylie Minogue,0,0,March 31 2002,Dominique Leone,7.6,https://pitchfork.com/reviews/albums/5313-fever/
The Worst You Can Do Is Harm,The Long Winters,0,0,March 25 2002,Rob Mitchum,7.3,https://pitchfork.com/reviews/albums/4843-the-worst-you-can-do-is-harm/
In Search of...,N.E.R.D.,0,0,March 25 2002,Michael Bernstein,6.0,https://pitchfork.com/reviews/albums/5748-in-search-of/
When We Were Small,Rosie Thomas,0,0,March 26 2002,Brad Haywood,7.3,https://pitchfork.com/reviews/albums/8020-when-we-were-small/
Live in Liverpool,Echo and the Bunnymen,0,0,March 26 2002,Joe Tangari,7.9,https://pitchfork.com/reviews/albums/2668-live-in-liverpool/
Rhythm of Snow,Yagya,0,0,March 26 2002,Paul Cooper,6.5,https://pitchfork.com/reviews/albums/8895-rhythm-of-snow/
Iron Flag,Wu-Tang Clan,0,0,March 26 2002,Christopher Dare,7.5,https://pitchfork.com/reviews/albums/8746-iron-flag/
Words of Wisdom and Hope,"Jad Fair,Teenage Fanclub",0,0,March 27 2002,Joe Tangari,5.0,https://pitchfork.com/reviews/albums/7954-words-of-wisdom-and-hope/
Edison Woods,Edison Woods,0,0,March 28 2002,Rob Mitchum,3.9,https://pitchfork.com/reviews/albums/2683-edison-woods/
Now Thing,,0,0,March 21 2002,Michael Bernstein,8.9,https://pitchfork.com/reviews/albums/1941-now-thing/
Beautysleep,Tanya Donelly,0,0,March 27 2002,Chris Dahlen,6.9,https://pitchfork.com/reviews/albums/2417-beautysleep/
Further Reminders,Two Lone Swordsmen,0,0,March 27 2002,Mark Richard-San,6.3,https://pitchfork.com/reviews/albums/8225-further-reminders/
Clinical Imperfections,Codec Scovill,0,0,March 28 2002,David M. Pecoraro,8.2,https://pitchfork.com/reviews/albums/1526-clinical-imperfections/
Heart and Crime,Julie Doiron,0,0,March 27 2002,Alison Fields,7.6,https://pitchfork.com/reviews/albums/2405-heart-and-crime/
"And Other Smaller, Brighter Worlds",Atari Star,0,0,March 21 2002,Alison Fields,2.6,https://pitchfork.com/reviews/albums/331-and-other-smaller-brighter-worlds/
1942 EP,Soul-Junk,0,0,March 21 2002,Jason Nickey,7.5,https://pitchfork.com/reviews/albums/7366-1942-ep/
Single Crown Postcard,Brando,0,0,March 24 2002,Chris Dahlen,6.8,https://pitchfork.com/reviews/albums/912-single-crown-postcard/
Freedom in Fragments,Fred Frith,0,0,March 20 2002,Chris Dahlen,8.3,https://pitchfork.com/reviews/albums/3210-freedom-in-fragments/
Rever,Larsen,0,0,March 24 2002,Dominique Leone,7.9,https://pitchfork.com/reviews/albums/4692-rever/
I Break Chairs,Damien Jurado,0,0,March 20 2002,Brad Haywood,7.1,https://pitchfork.com/reviews/albums/4326-i-break-chairs/
Mishawaka EP,Marmoset,0,0,March 24 2002,Christopher Dare,7.2,https://pitchfork.com/reviews/albums/5112-mishawaka-ep/
Inside Views,Circulatory System,0,0,March 24 2002,Matt LeMay,7.9,https://pitchfork.com/reviews/albums/1477-inside-views/
Western Culture,Henry Cow,0,0,March 21 2002,Dominique Leone,8.0,https://pitchfork.com/reviews/albums/3817-western-culture/
Tvi,Yuji Oniki,0,0,March 25 2002,Dominique Leone,5.0,https://pitchfork.com/reviews/albums/6008-tvi/
This Is Our Music,Ornette Coleman,0,0,March 25 2002,Mark Richard-San,9.4,https://pitchfork.com/reviews/albums/1544-this-is-our-music/
Under Cold Blue Stars,Josh Rouse,0,0,March 19 2002,Joe Tangari,6.4,https://pitchfork.com/reviews/albums/6841-under-cold-blue-stars/
Sleeping on Roads,Neil Halstead,0,0,March 18 2002,Alison Fields,6.5,https://pitchfork.com/reviews/albums/3721-sleeping-on-roads/
Big Tobacco,Joe Pernice,0,0,March 17 2002,Brad Haywood,7.0,https://pitchfork.com/reviews/albums/6242-big-tobacco/
Surfing on Sine Waves,Polygon Window,0,0,March 18 2002,Mark Richard-San,8.1,https://pitchfork.com/reviews/albums/6393-surfing-on-sine-waves/
Natural Born Chaos,Soilwork,0,0,March 19 2002,Cory Byrom,8.5,https://pitchfork.com/reviews/albums/7317-natural-born-chaos/
Axis and Alignment,Chicago Underground Duo,0,0,March 18 2002,David M. Pecoraro,7.5,https://pitchfork.com/reviews/albums/1438-axis-and-alignment/
Stateless,"Early Day Miners,Unwed Sailor",0,0,March 19 2002,Jason Nickey,7.2,https://pitchfork.com/reviews/albums/2655-stateless/
I Blame the Scenery,Reuben's Accomplice,0,0,March 19 2002,Kevin Adickes,2.8,https://pitchfork.com/reviews/albums/6769-i-blame-the-scenery/
Meet Yr Acres,The Capitol Years,0,0,March 20 2002,Joe Tangari,6.2,https://pitchfork.com/reviews/albums/1294-meet-yr-acres/
Headless Heroes of the Apocalypse,Eugene McDaniels,0,0,March 17 2002,Chris Dahlen,8.7,https://pitchfork.com/reviews/albums/5180-headless-heroes-of-the-apocalypse/
Life Starts Here,Airport 5,0,0,March 20 2002,Will Bryant,2.8,https://pitchfork.com/reviews/albums/83-life-starts-here/
12 (+1) Imaginary Views,Ellery Eskelin,0,0,March 19 2002,Dominique Leone,8.9,https://pitchfork.com/reviews/albums/2833-12-1-imaginary-views/
Definitive Jux Presents II,,0,0,March 12 2002,Brad Haywood,7.8,https://pitchfork.com/reviews/albums/1872-definitive-jux-presents-ii/
A Feather in the Engine,David Kilgour,0,0,March 13 2002,Joe Tangari,8.0,https://pitchfork.com/reviews/albums/4421-a-feather-in-the-engine/
"Bravery, Repetition and Noise",The Brian Jonestown Massacre,0,0,March 12 2002,Cory Byrom,5.8,https://pitchfork.com/reviews/albums/927-bravery-repetition-and-noise/
Leels,Leels,0,0,March 13 2002,Chris Dahlen,4.1,https://pitchfork.com/reviews/albums/4716-leels/
Sketchbook,Req,0,0,March 13 2002,Mark Richard-San,8.4,https://pitchfork.com/reviews/albums/6760-sketchbook/
Vatican Nitez,Global Goon,0,0,March 13 2002,Paul Cooper,7.0,https://pitchfork.com/reviews/albums/3467-vatican-nitez/
Cover Magazine,Giant Sand,0,0,March 14 2002,Chris Dahlen,7.3,https://pitchfork.com/reviews/albums/3444-cover-magazine/
Big Group Hug,Saso,0,0,March 14 2002,Rob Mitchum,5.4,https://pitchfork.com/reviews/albums/7001-big-group-hug/
All Girl Summer Fun Band,All Girl Summer Fun Band,0,0,March 14 2002,Alison Fields,4.5,https://pitchfork.com/reviews/albums/113-all-girl-summer-fun-band/
Around the House,Matthew Herbert,0,0,March 14 2002,Mark Richard-San,8.7,https://pitchfork.com/reviews/albums/3835-around-the-house/
Pimps Don't Pay Taxes,J-Zone,0,0,March 17 2002,Brad Haywood,8.6,https://pitchfork.com/reviews/albums/4183-pimps-dont-pay-taxes/
Wanna Buy a Monkey?,Dan the Automator,0,0,March 17 2002,Rob Mitchum,4.0,https://pitchfork.com/reviews/albums/374-wanna-buy-a-monkey/
Darkest Hour,Slackjaw,0,0,March 6 2002,Alison Fields,5.0,https://pitchfork.com/reviews/albums/7232-darkest-hour/
Fear and Whiskey,Mekons,0,0,March 6 2002,Chris Dahlen,9.7,https://pitchfork.com/reviews/albums/5208-fear-and-whiskey/
Side Effects,Eardrum,0,0,March 7 2002,Paul Cooper,7.0,https://pitchfork.com/reviews/albums/2644-side-effects/
Prickle EP,Mira Calix,0,0,March 7 2002,Christopher Dare,7.8,https://pitchfork.com/reviews/albums/1246-prickle-ep/
Dark Noontide,Six Organs of Admittance,0,0,March 7 2002,Jason Nickey,8.2,https://pitchfork.com/reviews/albums/7199-dark-noontide/
"What Cannot Be, But Is",Vitesse,0,0,March 7 2002,Nitsuh Abebe,6.8,https://pitchfork.com/reviews/albums/8479-what-cannot-be-but-is/
Chiff-Chaffs and Willow Warblers,Minotaur Shock,0,0,March 11 2002,David M. Pecoraro,7.4,https://pitchfork.com/reviews/albums/5314-chiff-chaffs-and-willow-warblers/
Combing the Clouds,Waking Eyes,0,0,March 11 2002,Joe Tangari,5.6,https://pitchfork.com/reviews/albums/8566-combing-the-clouds/
NIVRAYM,Koenji-Hyakkei,0,0,March 11 2002,Dominique Leone,8.4,https://pitchfork.com/reviews/albums/4504-nivraym/
Calling Zero,Go Back Snowball - Robert Pollard and Mac McCaughan,0,0,March 11 2002,Rob Mitchum,4.3,https://pitchfork.com/reviews/albums/3474-calling-zero/
Didn't It Rain,Songs: Ohia,0,0,March 12 2002,Christopher Dare,8.4,https://pitchfork.com/reviews/albums/7338-didnt-it-rain/
Prepare to Die,Nate Denver's Neck,0,0,March 12 2002,Jason Nickey,1.9,https://pitchfork.com/reviews/albums/5715-prepare-to-die/
